date,product_id,views,clicks,add_to_cart,purchases,bounce_rate
2024-02-01,M112,597,122,96,23,56.1
2024-02-01,M113,147,19,6,13,33.59
2024-02-01,M114,339,67,26,20,48.57
2024-02-01,M115,530,160,93,19,59.41
2024-02-01,M116,530,123,92,32,67.67
2024-02-01,M117,648,75,51,36,52.73
2024-02-01,M118,1077,242,70,37,63.7
2024-02-01,M119,332,88,48,26,56.03
2024-02-02,M100,32,4,2,3,74.52
2024-02-02,M101,276,40,20,23,20.63
2024-02-02,M102,599,207,124,31,62.62
2024-02-02,M103,1028,144,31,35,22.85
2024-02-02,M104,339,116,43,18,73.62
2024-02-02,M105,419,60,45,38,53.71
2024-02-02,M106,767,294,164,34,75.55
2024-02-02,M107,91,26,6,4,64.88
2024-02-02,M108,384,150,109,31,56.13
2024-02-02,M109,153,33,10,9,27.32
2024-02-02,M110,326,130,51,11,35.47
2024-02-02,M111,647,141,98,31,35.67
2024-02-02,M112,269,33,12,19,39.16
2024-02-02,M113,49,17,3,4,61.72
2024-02-02,M114,439,67,44,15,70.24
2024-02-02,M115,89,26,8,3,32.32
2024-02-02,M116,259,73,17,12,24.79
2024-02-02,M117,812,106,32,32,67.44
2024-02-02,M118,249,50,38,19,28.11
2024-02-02,M119,1092,159,105,37,60.91
2024-02-03,M100,653,69,21,22,38.21
2024-02-03,M101,825,253,51,35,29.69
2024-02-03,M102,223,33,15,9,25.52
2024-02-03,M103,197,72,48,13,47.56
2024-02-03,M104,606,141,45,30,74.52
2024-02-03,M105,12,2,1,1,48.59
2024-02-03,M106,318,93,42,13,37.67
2024-02-03,M107,698,117,32,26,34.33
2024-02-03,M108,160,21,4,6,75.08
2024-02-03,M109,247,62,19,12,59.46
2024-02-03,M110,354,50,35,16,54.66
2024-02-03,M111,306,51,17,16,58.48
2024-02-03,M112,260,70,32,20,72.62
2024-02-03,M113,12,2,0,1,75.2
2024-02-03,M114,271,69,16,16,44.66
2024-02-03,M115,743,243,95,30,43.31
2024-02-03,M116,746,214,106,33,68.85
2024-02-03,M117,362,57,31,19,30.53
2024-02-03,M118,404,134,65,15,73.61
2024-02-03,M119,302,47,29,30,41.8
2024-02-04,M100,858,118,82,36,55.02
2024-02-04,M101,281,94,51,14,74.89
2024-02-04,M102,757,184,85,39,56.27
2024-02-04,M103,858,198,46,34,21.84
2024-02-04,M104,478,134,81,37,47.09
2024-02-04,M105,1039,308,114,36,41.94
2024-02-04,M106,866,237,84,35,71.1
2024-02-04,M107,528,166,114,34,63.46
2024-02-04,M108,373,56,35,14,44.25
2024-02-04,M109,700,173,80,33,21.55
2024-02-04,M110,187,73,14,9,48.58
2024-02-04,M111,1049,125,35,37,37.64
2024-02-04,M112,534,123,38,20,70.33
2024-02-04,M113,10,4,3,1,71.67
2024-02-04,M114,46,4,3,3,66.68
2024-02-04,M115,63,6,1,5,78.1
2024-02-04,M116,102,23,12,5,55.97
2024-02-04,M117,548,79,46,27,28.13
2024-02-04,M118,414,41,23,27,44.46
2024-02-04,M119,348,98,65,25,26.68
2024-02-05,M100,709,272,95,35,28.4
2024-02-05,M101,303,100,29,23,30.86
2024-02-05,M102,418,77,15,26,52.16
2024-02-05,M103,391,80,25,15,51.56
2024-02-05,M104,666,221,120,30,21.92
2024-02-05,M105,389,49,10,25,63.58
2024-02-05,M106,513,119,80,23,56.32
2024-02-05,M107,109,24,15,8,73.39
2024-02-05,M108,504,79,30,40,40.82
2024-02-05,M109,53,15,6,5,39.12
2024-02-05,M110,743,111,43,29,65.97
2024-02-05,M111,107,18,3,4,67.49
2024-02-05,M112,707,144,43,26,58.37
2024-02-05,M113,324,94,53,14,78.83
2024-02-05,M114,496,167,100,19,34.42
2024-02-05,M115,275,96,20,21,71.09
2024-02-05,M116,222,60,18,21,57.32
2024-02-05,M117,282,70,29,10,38.08
2024-02-05,M118,513,136,43,20,67.2
2024-02-05,M119,902,138,110,38,35.76
2024-02-06,M100,760,218,147,28,67.99
2024-02-06,M101,377,130,42,23,53.04
2024-02-06,M102,449,65,45,27,60.45
2024-02-06,M103,724,228,102,25,21.35
2024-02-06,M104,273,71,45,16,78.88
2024-02-06,M105,243,27,12,10,47.88
2024-02-06,M106,388,123,42,27,25.84
2024-02-06,M107,259,81,32,9,75.87
2024-02-06,M108,262,77,53,14,54.54
2024-02-06,M109,616,145,99,29,39.39
2024-02-06,M110,306,93,68,13,42.32
2024-02-06,M111,975,253,55,39,52.68
2024-02-06,M112,85,13,2,5,70.05
2024-02-06,M113,977,317,208,36,58.26
2024-02-06,M114,573,133,71,22,73.63
2024-02-06,M115,349,35,19,13,24.0
2024-02-06,M116,359,84,37,31,45.22
2024-02-06,M117,263,55,39,14,65.37
2024-02-06,M118,400,96,76,21,22.59
2024-02-06,M119,758,156,49,35,46.65
2024-02-07,M100,287,56,37,24,59.83
2024-02-07,M101,87,17,12,7,73.94
2024-02-07,M102,169,24,15,14,33.2
2024-02-07,M103,31,11,4,3,31.67
2024-02-07,M104,285,79,54,10,56.83
2024-02-07,M105,1035,306,136,38,36.16
2024-02-07,M106,425,169,56,19,39.39
2024-02-07,M107,154,49,18,15,60.52
2024-02-07,M108,283,46,17,16,30.45
2024-02-07,M109,374,102,20,22,66.01
2024-02-07,M110,600,80,45,32,62.57
2024-02-07,M111,387,52,31,23,40.52
2024-02-07,M112,757,228,72,35,39.66
2024-02-07,M113,696,149,87,35,36.91
2024-02-07,M114,124,13,8,5,30.45
2024-02-07,M115,217,69,13,9,29.73
2024-02-07,M116,142,37,21,10,23.69
2024-02-07,M117,518,107,39,30,57.23
2024-02-07,M118,746,246,123,40,41.53
2024-02-07,M119,34,4,2,2,58.4
2024-02-08,M100,412,108,70,27,33.58
2024-02-08,M101,323,34,10,18,56.31
2024-02-08,M102,681,115,34,28,46.56
2024-02-08,M103,95,24,13,7,77.08
2024-02-08,M104,201,73,22,13,21.59
2024-02-08,M105,274,79,44,23,52.49
2024-02-08,M106,633,108,36,24,41.55
2024-02-08,M107,283,103,31,16,73.99
2024-02-08,M108,108,23,11,6,71.51
2024-02-08,M109,677,68,38,25,33.28
2024-02-08,M110,56,16,3,4,78.27
2024-02-08,M111,75,14,11,6,29.41
2024-02-08,M112,243,62,46,22,66.81
2024-02-08,M113,706,71,25,34,29.07
2024-02-08,M114,798,103,62,37,55.1
2024-02-08,M115,63,24,11,5,58.58
2024-02-08,M116,43,9,5,3,33.54
2024-02-08,M117,389,48,28,14,23.71
2024-02-08,M118,319,113,24,26,31.03
2024-02-08,M119,965,270,164,37,25.97
2024-02-09,M100,324,55,32,25,42.59
2024-02-09,M101,263,61,43,9,23.84
2024-02-09,M102,608,154,75,23,78.19
2024-02-09,M103,308,30,20,15,54.76
2024-02-09,M104,1036,176,64,40,20.03
2024-02-09,M105,616,149,56,21,28.2
2024-02-09,M106,529,73,38,29,59.05
2024-02-09,M107,839,202,157,36,66.91
2024-02-09,M108,457,117,65,38,42.61
2024-02-09,M109,851,232,108,40,46.64
2024-02-09,M110,150,22,13,5,37.74
2024-02-09,M111,637,153,55,25,60.66
2024-02-09,M112,568,82,21,21,60.2
2024-02-09,M113,25,8,4,1,62.69
2024-02-09,M114,354,42,19,18,30.61
2024-02-09,M115,240,77,19,12,27.5
2024-02-09,M116,949,175,105,36,25.19
2024-02-09,M117,40,11,6,2,23.3
2024-02-09,M118,144,18,14,6,57.5
2024-02-09,M119,289,44,15,21,24.15
2024-02-10,M100,386,88,47,27,57.56
2024-02-10,M101,1056,331,72,36,43.18
2024-02-10,M102,321,93,58,11,45.65
2024-02-10,M103,351,66,21,18,29.07
2024-02-10,M104,275,89,24,10,52.35
2024-02-10,M105,479,86,21,18,72.14
2024-02-10,M106,98,35,27,5,51.01
2024-02-10,M107,305,112,87,16,42.06
2024-02-10,M108,242,87,22,13,24.99
2024-02-10,M109,277,104,59,20,31.55
2024-02-10,M110,441,51,40,40,64.79
2024-02-10,M111,452,131,57,22,54.19
2024-02-10,M112,227,41,15,9,62.18
2024-02-10,M113,167,29,9,13,35.58
2024-02-10,M114,612,214,170,26,71.09
2024-02-10,M115,709,226,98,32,27.61
2024-02-10,M116,495,186,128,25,35.47
2024-02-10,M117,205,62,47,8,32.1
2024-02-10,M118,1049,358,176,35,40.55
2024-02-10,M119,433,130,52,36,75.16
2024-02-11,M100,211,26,8,14,25.9
2024-02-11,M101,85,29,5,5,68.87
2024-02-11,M102,180,28,18,9,43.58
2024-02-11,M103,147,41,22,10,71.95
2024-02-11,M104,515,145,37,29,68.33
2024-02-11,M105,759,121,59,26,38.96
2024-02-11,M106,623,118,54,27,49.34
2024-02-11,M107,667,159,117,24,43.54
2024-02-11,M108,179,65,37,6,56.82
2024-02-11,M109,440,110,78,23,50.68
2024-02-11,M110,67,19,5,3,29.88
2024-02-11,M111,554,149,44,26,21.3
2024-02-11,M112,23,4,2,1,20.35
2024-02-11,M113,753,223,77,33,78.24
2024-02-11,M114,798,162,81,37,52.03
2024-02-11,M115,601,88,26,26,69.11
2024-02-11,M116,385,148,82,33,65.95
2024-02-11,M117,768,300,166,31,62.66
2024-02-11,M118,82,27,12,6,64.38
2024-02-11,M119,589,63,40,23,55.06
2024-02-12,M100,250,57,28,14,71.99
2024-02-12,M101,384,54,17,31,38.07
2024-02-12,M102,670,68,24,29,28.84
2024-02-12,M103,42,8,4,3,47.69
2024-02-12,M104,658,241,49,22,37.21
2024-02-12,M105,198,50,33,11,54.03
2024-02-12,M106,500,145,43,36,71.84
2024-02-12,M107,578,224,57,28,47.54
2024-02-12,M108,468,104,37,26,25.62
2024-02-12,M109,743,216,79,28,66.45
2024-02-12,M110,597,172,116,40,63.87
2024-02-12,M111,439,57,28,28,39.0
2024-02-12,M112,342,96,44,14,65.96
2024-02-12,M113,106,10,5,5,31.83
2024-02-12,M114,995,211,127,35,28.44
2024-02-12,M115,348,59,11,13,26.77
2024-02-12,M116,461,84,17,32,69.3
2024-02-12,M117,440,176,72,39,50.2
2024-02-12,M118,654,97,43,38,69.03
2024-02-12,M119,856,189,63,30,79.57
2024-02-13,M100,308,84,44,20,60.54
2024-02-13,M101,187,19,15,9,50.57
2024-02-13,M102,553,193,115,20,44.33
2024-02-13,M103,285,109,31,10,61.84
2024-02-13,M104,780,80,37,39,58.41
2024-02-13,M105,539,208,158,28,37.16
2024-02-13,M106,795,303,213,35,27.98
2024-02-13,M107,895,278,162,32,36.8
2024-02-13,M108,576,70,21,21,72.03
2024-02-13,M109,304,63,35,23,65.82
2024-02-13,M110,177,53,23,13,42.45
2024-02-13,M111,320,41,11,32,73.94
2024-02-13,M112,568,156,45,27,48.51
2024-02-13,M113,160,49,31,6,61.46
2024-02-13,M114,180,52,13,15,33.0
2024-02-13,M115,418,134,91,15,54.62
2024-02-13,M116,336,69,29,30,58.28
2024-02-13,M117,382,74,17,32,36.32
2024-02-13,M118,435,132,77,37,43.1
2024-02-13,M119,871,261,71,35,61.23
2024-02-14,M100,83,18,6,3,51.35
2024-02-14,M101,385,73,46,28,58.74
2024-02-14,M102,404,79,44,16,39.18
2024-02-14,M103,428,54,22,17,22.52
2024-02-14,M104,83,11,5,8,50.98
2024-02-14,M105,705,167,69,38,46.84
2024-02-14,M106,778,292,173,28,52.93
2024-02-14,M107,158,20,13,14,22.23
2024-02-14,M108,684,186,138,23,74.71
2024-02-14,M109,455,148,106,35,51.63
2024-02-14,M110,476,99,49,19,62.1
2024-02-14,M111,776,100,26,33,41.95
2024-02-14,M112,668,174,136,27,51.04
2024-02-14,M113,198,26,7,9,54.13
2024-02-14,M114,450,143,84,21,41.37
2024-02-14,M115,853,188,121,32,31.95
2024-02-14,M116,391,47,24,18,72.19
2024-02-14,M117,142,34,6,5,39.97
2024-02-14,M118,454,98,42,18,31.38
2024-02-14,M119,392,121,93,21,24.02
2024-02-15,M100,104,37,17,6,46.38
2024-02-15,M101,306,99,42,23,34.81
2024-02-15,M102,262,57,43,14,29.79
2024-02-15,M103,261,75,40,18,59.57
2024-02-15,M104,456,164,131,36,62.02
2024-02-15,M105,663,209,46,32,23.99
2024-02-15,M106,82,25,13,4,75.74
2024-02-15,M107,738,213,166,30,56.29
2024-02-15,M108,163,16,6,11,20.39
2024-02-15,M109,403,83,29,14,29.46
2024-02-15,M110,208,42,23,9,65.24
2024-02-15,M111,400,115,51,18,35.3
2024-02-15,M112,205,60,35,17,68.66
2024-02-15,M113,291,36,12,11,39.2
2024-02-15,M114,465,140,66,20,45.59
2024-02-15,M115,90,9,7,6,52.66
2024-02-15,M116,505,51,27,31,74.97
2024-02-15,M117,391,55,11,15,58.33
2024-02-15,M118,17,5,2,1,77.01
2024-02-15,M119,201,50,24,8,75.19
2024-02-16,M100,428,72,46,31,37.55
2024-02-16,M101,100,14,9,6,59.15
2024-02-16,M102,711,170,59,24,20.07
2024-02-16,M103,244,31,6,9,46.56
2024-02-16,M104,454,82,20,37,22.88
2024-02-16,M105,146,31,10,11,31.61
2024-02-16,M106,288,90,31,14,73.31
2024-02-16,M107,343,78,62,29,59.52
2024-02-16,M108,184,48,12,7,65.44
2024-02-16,M109,677,267,162,25,76.08
2024-02-16,M110,263,100,57,9,57.85
2024-02-16,M111,73,19,8,6,62.59
2024-02-16,M112,834,172,132,39,43.93
2024-02-16,M113,49,17,7,2,22.44
2024-02-16,M114,1014,294,192,39,71.28
2024-02-16,M115,459,118,57,26,20.96
2024-02-16,M116,474,140,47,16,29.69
2024-02-16,M117,304,47,30,16,42.79
2024-02-16,M118,141,37,13,5,66.82
2024-02-16,M119,529,103,81,21,61.67
2024-02-17,M100,500,72,51,37,24.56
2024-02-17,M101,186,33,25,12,62.21
2024-02-17,M102,108,11,4,5,61.6
2024-02-17,M103,60,13,8,3,23.0
2024-02-17,M104,248,66,44,19,67.32
2024-02-17,M105,377,47,19,26,22.23
2024-02-17,M106,448,55,15,35,43.82
2024-02-17,M107,277,80,16,20,21.84
2024-02-17,M108,156,23,10,14,40.92
2024-02-17,M109,473,113,81,26,74.58
2024-02-17,M110,126,41,25,5,75.11
2024-02-17,M111,264,54,30,16,37.34
2024-02-17,M112,792,261,104,28,41.49
2024-02-17,M113,481,95,25,39,37.02
2024-02-17,M114,223,82,52,12,25.48
2024-02-17,M115,154,39,14,9,78.22
2024-02-17,M116,593,188,89,23,79.1
2024-02-17,M117,368,145,65,17,60.73
2024-02-17,M118,302,49,9,18,72.6
2024-02-17,M119,373,100,64,28,28.32
2024-02-18,M100,506,154,84,17,41.89
2024-02-18,M101,850,157,70,32,43.57
2024-02-18,M102,82,16,12,4,74.1
2024-02-18,M103,608,187,122,24,27.71
2024-02-18,M104,70,8,1,7,61.35
2024-02-18,M105,116,12,8,8,59.84
2024-02-18,M106,12,3,2,1,64.78
2024-02-18,M107,80,8,3,3,25.16
2024-02-18,M108,106,31,14,10,32.51
2024-02-18,M109,416,104,34,27,44.04
2024-02-18,M110,477,61,24,27,79.3
2024-02-18,M111,90,22,17,5,59.33
2024-02-18,M112,552,152,106,33,62.77
2024-02-18,M113,545,57,16,34,74.42
2024-02-18,M114,358,127,29,30,55.36
2024-02-18,M115,127,50,28,6,34.09
2024-02-18,M116,261,82,49,12,26.84
2024-02-18,M117,201,71,33,20,71.22
2024-02-18,M118,924,114,44,38,51.6
2024-02-18,M119,586,143,63,35,23.87
2024-02-19,M100,856,177,114,30,60.98
2024-02-19,M101,986,215,55,35,75.41
2024-02-19,M102,17,6,4,1,45.03
2024-02-19,M103,295,60,38,25,43.63
2024-02-19,M104,886,100,52,34,67.33
2024-02-19,M105,50,9,2,4,60.46
2024-02-19,M106,114,44,10,6,40.93
2024-02-19,M107,925,247,166,34,73.65
2024-02-19,M108,371,135,85,24,70.81
2024-02-19,M109,735,256,107,38,24.42
2024-02-19,M110,350,39,18,26,60.85
2024-02-19,M111,67,13,2,4,71.72
2024-02-19,M112,381,101,79,16,32.17
2024-02-19,M113,439,171,71,21,78.72
2024-02-19,M114,258,96,56,21,79.25
2024-02-19,M115,307,47,30,15,45.33
2024-02-19,M116,618,182,88,38,64.01
2024-02-19,M117,201,61,13,11,65.45
2024-02-19,M118,376,88,68,27,49.15
2024-02-19,M119,385,126,37,14,50.55
2024-02-20,M100,415,91,26,17,59.49
2024-02-20,M101,477,102,46,20,75.61
2024-02-20,M102,431,134,29,21,25.27
2024-02-20,M103,363,135,108,16,29.69
2024-02-20,M104,91,14,11,4,29.53
2024-02-20,M105,228,77,42,12,46.63
2024-02-20,M106,817,83,52,29,61.95
2024-02-20,M107,259,82,57,16,43.82
2024-02-20,M108,191,71,34,9,30.14
2024-02-20,M109,431,43,22,15,37.49
2024-02-20,M110,507,131,98,26,52.13
2024-02-20,M111,77,17,8,6,57.35
2024-02-20,M112,111,40,12,5,46.03
2024-02-20,M113,797,176,72,29,21.5
2024-02-20,M114,649,112,69,22,77.58
2024-02-20,M115,844,90,38,30,21.76
2024-02-20,M116,444,118,38,37,66.39
2024-02-20,M117,431,142,70,32,48.97
2024-02-20,M118,472,64,20,28,55.41
2024-02-20,M119,340,79,40,12,41.06
2024-02-21,M100,123,46,26,10,46.48
2024-02-21,M101,1063,164,71,40,51.53
2024-02-21,M102,360,43,28,32,41.66
2024-02-21,M103,45,4,1,4,35.71
2024-02-21,M104,242,47,25,9,76.87
2024-02-21,M105,914,342,157,34,58.37
2024-02-21,M106,400,120,53,35,58.55
2024-02-21,M107,626,98,56,23,31.77
2024-02-21,M108,446,70,23,32,40.39
2024-02-21,M109,216,29,21,21,43.49
2024-02-21,M110,60,7,4,2,36.51
2024-02-21,M111,56,5,4,2,59.69
2024-02-21,M112,925,268,91,31,79.73
2024-02-21,M113,545,112,46,38,44.48
2024-02-21,M114,267,41,28,16,53.65
2024-02-21,M115,89,13,2,4,20.82
2024-02-21,M116,737,200,121,25,31.73
2024-02-21,M117,229,55,22,16,74.28
2024-02-21,M118,563,164,49,23,35.57
2024-02-21,M119,642,210,99,23,41.81
2024-02-22,M100,850,232,52,37,61.84
2024-02-22,M101,367,99,75,20,66.91
2024-02-22,M102,71,27,13,6,38.3
2024-02-22,M103,338,85,60,15,66.62
2024-02-22,M104,25,6,1,1,63.22
2024-02-22,M105,228,85,67,9,32.5
2024-02-22,M106,540,131,58,21,76.38
2024-02-22,M107,604,125,67,38,63.47
2024-02-22,M108,627,159,114,34,45.75
2024-02-22,M109,688,158,96,26,31.92
2024-02-22,M110,582,126,89,20,31.9
2024-02-22,M111,583,201,134,28,71.37
2024-02-22,M112,289,73,55,12,52.82
2024-02-22,M113,839,244,88,40,71.28
2024-02-22,M114,886,198,94,38,78.72
2024-02-22,M115,343,100,40,19,34.42
2024-02-22,M116,10,4,3,1,41.9
2024-02-22,M117,852,87,49,37,74.07
2024-02-22,M118,358,66,23,21,66.39
2024-02-22,M119,174,66,52,7,53.65
2024-02-23,M100,134,29,14,5,34.63
2024-02-23,M101,296,84,54,11,61.43
2024-02-23,M102,494,57,33,22,21.43
2024-02-23,M103,296,69,16,14,41.67
2024-02-23,M104,599,67,51,23,30.49
2024-02-23,M105,18,4,3,1,29.91
2024-02-23,M106,278,33,20,27,31.82
2024-02-23,M107,338,130,103,25,65.51
2024-02-23,M108,81,30,20,7,46.81
2024-02-23,M109,400,156,49,15,70.67
2024-02-23,M110,67,16,7,3,58.1
2024-02-23,M111,346,119,23,17,34.5
2024-02-23,M112,117,15,9,11,28.26
2024-02-23,M113,121,34,9,5,41.26
2024-02-23,M114,1082,175,123,39,61.83
2024-02-23,M115,284,66,34,28,21.39
2024-02-23,M116,469,70,33,28,32.58
2024-02-23,M117,336,41,12,22,74.53
2024-02-23,M118,970,232,105,36,69.46
2024-02-23,M119,441,128,49,19,24.72
2024-02-24,M100,52,8,2,4,34.34
2024-02-24,M101,681,215,50,32,36.49
2024-02-24,M102,15,4,2,1,31.08
2024-02-24,M103,861,221,82,39,53.08
2024-02-24,M104,44,6,3,2,26.66
2024-02-24,M105,216,67,44,19,33.41
2024-02-24,M106,129,47,31,8,60.61
2024-02-24,M107,676,141,71,32,77.27
2024-02-24,M108,615,222,154,35,78.61
2024-02-24,M109,658,219,63,25,55.08
2024-02-24,M110,50,8,1,3,48.6
2024-02-24,M111,325,76,37,17,38.76
2024-02-24,M112,68,20,15,4,21.88
2024-02-24,M113,176,25,20,7,31.19
2024-02-24,M114,460,152,88,35,31.99
2024-02-24,M115,812,145,78,36,25.73
2024-02-24,M116,483,70,56,34,39.05
2024-02-24,M117,797,174,88,31,63.15
2024-02-24,M118,590,101,68,20,45.52
2024-02-24,M119,86,11,3,3,65.2
2024-02-25,M100,369,101,36,34,51.54
2024-02-25,M101,230,79,40,10,29.59
2024-02-25,M102,260,33,19,11,54.26
2024-02-25,M103,35,12,8,3,34.43
2024-02-25,M104,520,205,84,28,76.99
2024-02-25,M105,836,273,180,39,76.46
2024-02-25,M106,89,18,3,5,62.74
2024-02-25,M107,406,157,47,26,74.86
2024-02-25,M108,540,161,88,18,33.65
2024-02-25,M109,13,2,0,1,36.82
2024-02-25,M110,504,185,108,27,51.84
2024-02-25,M111,109,29,21,10,40.65
2024-02-25,M112,93,30,15,7,59.01
2024-02-25,M113,84,12,7,7,56.47
2024-02-25,M114,354,86,36,23,41.98
2024-02-25,M115,468,187,59,32,67.13
2024-02-25,M116,45,5,2,3,35.32
2024-02-25,M117,220,68,36,10,46.49
2024-02-25,M118,737,120,32,26,26.61
2024-02-25,M119,389,75,52,22,21.46
2024-02-26,M100,602,220,110,31,31.64
2024-02-26,M101,263,92,72,22,62.43
2024-02-26,M102,626,125,80,32,72.98
2024-02-26,M103,390,67,18,20,73.2
2024-02-26,M104,430,166,94,27,27.12
2024-02-26,M105,184,38,7,13,44.48
2024-02-26,M106,387,124,83,27,56.3
2024-02-26,M107,439,129,33,24,74.58
2024-02-26,M108,164,26,8,11,70.51
2024-02-26,M109,474,68,16,33,63.87
2024-02-26,M110,840,142,107,34,29.34
2024-02-26,M111,180,55,26,13,43.82
2024-02-26,M112,87,10,8,3,39.34
2024-02-26,M113,351,121,82,24,46.11
2024-02-26,M114,795,108,24,30,41.54
2024-02-26,M115,224,87,60,8,47.07
2024-02-26,M116,321,88,58,32,37.52
2024-02-26,M117,919,132,73,31,71.8
2024-02-26,M118,258,57,28,23,39.07
2024-02-26,M119,61,11,2,6,27.86
2024-02-27,M100,88,31,22,4,34.64
2024-02-27,M101,393,110,26,14,73.22
2024-02-27,M102,298,110,66,14,72.83
2024-02-27,M103,504,130,90,33,43.99
2024-02-27,M104,363,42,15,16,58.91
2024-02-27,M105,438,112,23,39,56.28
2024-02-27,M106,1126,217,112,39,44.49
2024-02-27,M107,533,170,120,18,40.88
2024-02-27,M108,550,72,48,23,62.66
2024-02-27,M109,449,105,75,30,52.5
2024-02-27,M110,498,60,16,40,73.32
2024-02-27,M111,27,4,3,1,30.35
2024-02-27,M112,264,66,19,24,34.62
2024-02-27,M113,677,163,39,39,26.03
2024-02-27,M114,149,24,8,7,20.18
2024-02-27,M115,300,98,61,18,52.81
2024-02-27,M116,385,139,57,20,30.43
2024-02-27,M117,441,94,61,16,63.87
2024-02-27,M118,595,231,145,21,51.38
2024-02-27,M119,740,130,79,32,70.47
2024-02-28,M100,513,188,109,27,60.6
2024-02-28,M101,73,9,6,3,76.3
2024-02-28,M102,375,68,37,13,56.01
2024-02-28,M103,388,133,91,15,55.55
2024-02-28,M104,623,227,169,31,45.7
2024-02-28,M105,157,17,3,11,21.39
2024-02-28,M106,103,15,7,7,61.92
2024-02-28,M107,221,28,20,17,74.8
2024-02-28,M108,453,74,41,22,34.49
2024-02-28,M109,437,136,30,15,67.67
2024-02-28,M110,563,192,145,22,56.4
2024-02-28,M111,243,47,15,19,47.53
2024-02-28,M112,107,33,8,4,65.88
2024-02-28,M113,1199,418,275,40,24.83
2024-02-28,M114,265,64,35,13,35.57
2024-02-28,M115,436,150,107,25,48.36
2024-02-28,M116,118,36,18,4,40.31
2024-02-28,M117,641,93,56,22,31.16
2024-02-28,M118,738,200,50,30,34.18
2024-02-28,M119,234,37,29,12,65.31
2024-02-29,M100,248,88,43,12,65.01
2024-02-29,M101,23,5,3,1,44.05
2024-02-29,M102,144,39,31,11,69.75
2024-02-29,M103,178,66,41,6,52.63
2024-02-29,M104,305,77,38,28,49.67
2024-02-29,M105,484,73,26,25,52.67
2024-02-29,M106,374,132,62,13,69.39
2024-02-29,M107,233,44,31,21,28.39
2024-02-29,M108,30,7,4,1,77.68
2024-02-29,M109,384,76,40,23,73.14
2024-02-29,M110,340,97,46,25,32.29
2024-02-29,M111,165,16,7,11,77.09
2024-02-29,M112,246,33,20,19,44.97
2024-02-29,M113,489,124,46,39,57.57
2024-02-29,M114,116,34,11,9,37.73
2024-02-29,M115,246,38,26,13,43.81
2024-02-29,M116,422,136,80,15,32.43
2024-02-29,M117,352,68,43,14,21.63
2024-02-29,M118,174,41,18,11,42.63
2024-02-29,M119,66,18,12,3,50.63
2024-03-01,M100,844,321,69,35,32.99
2024-03-01,M101,129,12,2,7,36.7
2024-03-01,M102,136,44,29,8,56.2
2024-03-01,M103,138,38,30,8,33.62
2024-03-01,M104,120,34,24,10,78.53
2024-03-01,M105,14,5,1,1,59.68
2024-03-01,M106,112,41,9,7,43.0
2024-03-01,M107,1002,214,113,39,23.86
2024-03-01,M108,137,16,9,7,64.57
2024-03-01,M109,117,17,4,8,52.59
2024-03-01,M110,113,19,11,7,29.41
2024-03-01,M111,375,52,22,13,21.23
2024-03-01,M112,504,79,43,23,61.79
2024-03-01,M113,79,19,13,3,23.21
2024-03-01,M114,385,80,59,14,46.89
2024-03-01,M115,29,10,7,1,35.12
2024-03-01,M116,227,83,34,8,54.9
2024-03-01,M117,214,28,15,10,29.67
2024-03-01,M118,104,16,10,7,27.45
2024-03-01,M119,585,197,148,30,44.55
2024-03-02,M100,82,21,9,4,51.01
2024-03-02,M101,36,11,6,3,52.07
2024-03-02,M102,262,27,18,21,24.62
2024-03-02,M103,124,32,19,7,71.69
2024-03-02,M104,114,37,13,9,69.75
2024-03-02,M105,462,164,78,29,69.97
2024-03-02,M106,469,91,65,24,72.0
2024-03-02,M107,684,94,44,26,55.8
2024-03-02,M108,561,161,59,25,49.28
2024-03-02,M109,253,89,21,11,25.32
2024-03-02,M110,67,22,17,4,61.38
2024-03-02,M111,984,125,75,38,51.82
2024-03-02,M112,460,58,18,29,65.82
2024-03-02,M113,559,58,42,23,24.61
2024-03-02,M114,216,65,25,9,67.72
2024-03-02,M115,445,73,38,27,33.31
2024-03-02,M116,269,79,22,17,68.14
2024-03-02,M117,587,77,45,34,56.84
2024-03-02,M118,419,83,33,15,54.7
2024-03-02,M119,1172,140,67,40,61.35
2024-03-03,M100,188,33,21,16,60.35
2024-03-03,M101,557,146,66,25,42.29
2024-03-03,M102,1195,289,185,40,33.49
2024-03-03,M103,287,81,31,11,60.8
2024-03-03,M104,920,155,50,32,48.91
2024-03-03,M105,605,115,42,32,28.73
2024-03-03,M106,344,133,69,18,26.35
2024-03-03,M107,638,80,54,36,62.03
2024-03-03,M108,254,66,48,16,72.84
2024-03-03,M109,438,108,84,37,72.06
2024-03-03,M110,503,77,60,32,79.49
2024-03-03,M111,512,154,34,32,27.29
2024-03-03,M112,674,126,98,27,55.89
2024-03-03,M113,21,4,0,1,69.49
2024-03-03,M114,570,199,71,20,39.1
2024-03-03,M115,396,79,39,30,33.06
2024-03-03,M116,46,13,5,4,20.52
2024-03-03,M117,841,237,149,36,51.28
2024-03-03,M118,617,147,108,24,22.77
2024-03-03,M119,450,154,119,15,59.7
2024-03-04,M100,375,149,103,19,52.3
2024-03-04,M101,104,27,6,7,53.74
2024-03-04,M102,246,46,31,9,26.46
2024-03-04,M103,895,185,79,40,59.05
2024-03-04,M104,355,88,42,26,50.49
2024-03-04,M105,164,29,11,13,77.78
